"Temperature [degC](Time [s]), created by Plot Digitizer, 2.6.6"
"Date: 22.07.14, 15:43:19"


19
Time [s],Temperature [degC]
-16.8212,516.517,
-9.15760,519.065,
-0.859459,508.824,
9.33482,437.200,
11.2428,412.901,
11.8067,178.885,
14.9837,129.009,
27.1034,88.0727,
44.3415,77.8205,
94.7873,73.9197,
136.931,68.7507,
203.981,67.3862,
281.886,67.2866,
384.695,64.5975,
524.542,66.9763,
628.629,65.5644,
737.825,66.7035,
823.393,67.8729,
854.044,66.5549,
